window_id,source,segment,source_split,cutoff_ms,history_seconds,history_count,request_count_stratum,selection_order_sha256,role_order_sha256,role,profile_id
burstgpt_1-4014905000,burstgpt,burstgpt_1,train,4014905000,300,34,0,0b517abdfae6e3861a5223181f6d5a6e6f31d9d03edb0dda1b90be0bc1713b1b,70699ae627b21c46598a48a5184b2d811dec40193484eb505d0679700ea3da9b,expanded_train,phase44_burstgpt_1_287
burstgpt_1-4033505000,burstgpt,burstgpt_1,train,4033505000,300,58,1,05f4b3d9ac8729d27a3b36ab7e55d592cdc2dd6f06249e8ecaa575b3457fca6f,4674d2ef8e583d0901a3c1622df9148035eb6b6eeac66fe67d89e7e68ebc1b3a,expanded_train,phase44_burstgpt_1_288
burstgpt_1-4034105000,burstgpt,burstgpt_1,train,4034105000,300,72,2,15facddb980b11084234b1318f9708f3b5aef6af478d2e349def15b12eff15b8,b9d6b8fe125211d66770d9a94899fc79e6bfef06187af853934ded6a6937a56f,expanded_train,phase44_burstgpt_1_289
burstgpt_1-4036805000,burstgpt,burstgpt_1,train,4036805000,300,70,2,006c9ea732f9984fabbd399a46ec482870842e9674b0a72022d48639ee857ddf,a5ed4e479e0a78d9c21c606d67230e5cb0a172230f8ca02f32d92d49da4a24e7,expanded_train,phase44_burstgpt_1_290
burstgpt_1-4044305000,burstgpt,burstgpt_1,train,4044305000,300,35,0,0ea0f38703a26f2a47cb578df86678d2126dfd0021f10bf7b1a7d9c70394eb9a,051cd8637471f545d33d643ae336bc16269cbf10bf54fa3d34784c22faf55221,expanded_train,phase44_burstgpt_1_291
burstgpt_1-4045805000,burstgpt,burstgpt_1,train,4045805000,300,34,0,03640cb1fe8a179db407ea48430812565c5cc58013d71267e920dc8cf306940b,b024accf225cf59167e34ca2fb65afbabeb0f53c853dc8eb53a76949800f7850,expanded_train,phase44_burstgpt_1_292
burstgpt_1-4143005000,burstgpt,burstgpt_1,train,4143005000,300,296,7,0da2b3d04739503943751c7bdbf01c4f60e7b9f27f2d2ad5b5937d5464935f18,42f5c4594fe7d05638c63a9a736b6a462be72551b3060cf497890ac045b8b3e5,expanded_train,phase44_burstgpt_1_293
burstgpt_1-4147805000,burstgpt,burstgpt_1,train,4147805000,300,215,6,0dd3dab8c4ccb4a755c30dc78c21c09852da88fadae334fbf690cfbd47a94291,c89e543d152281f84067440fd16713af47da21b033a8c5e29618e6c84ce34a84,expanded_validation,phase44_burstgpt_1_294
burstgpt_1-4149305000,burstgpt,burstgpt_1,train,4149305000,300,472,8,02679ce1ffffb4a7200b173131e02b4cddfc348ecae87ab88c608cedc5990634,eb75edab6de6d9a3f1fa922f850f666a512023ac7f339b19289158cb2611860c,expanded_validation,phase44_burstgpt_1_295
burstgpt_1-4150805000,burstgpt,burstgpt_1,train,4150805000,300,414,8,040d66987c8dcc2b84dde26e4b0c63d3eb0ab9533af1016afb3190559e4b10a4,da16258cb00bff6b2f68149658bbd3f69a36b90183d6cb72559d277ec003ca0c,expanded_validation,phase44_burstgpt_1_296
burstgpt_1-4152305000,burstgpt,burstgpt_1,train,4152305000,300,94,3,11f5bb82f8712bcb7e9bfdccef804a0cacf7c68ec18c537db324231dd01aa785,974a3e54800cd64f555abe4f5c3ad7e4d593e7533fdb19a50bfe7b6367708736,expanded_train,phase44_burstgpt_1_297
burstgpt_1-4188905000,burstgpt,burstgpt_1,train,4188905000,300,157,5,0023dc5be8e0e0187eed5485a53b33038336f75ec25151bd8bdb31b8cbced1d6,d8ff2fd3961b7d255ac5e8a788aac7847cf72df4adcae558116015c2bbcf9444,expanded_validation,phase44_burstgpt_1_298
burstgpt_1-4217405000,burstgpt,burstgpt_1,train,4217405000,300,429,8,0e4b8faa38ad46607bda00ee932a72c035f46ad1978a51d654006f20baee67a3,7dc1501d66ac400665ed6190114f1e8d6cc2b384673008c3453efe993f5301e4,expanded_train,phase44_burstgpt_1_299
burstgpt_1-4218005000,burstgpt,burstgpt_1,train,4218005000,300,262,7,0d4d960c555958aa010f03b8e52797633d9638e3c29713ee29fffb60828a8507,61af7abfb7e6329589b5af6d7a63d36c38628de711c27e4c5db96959afc2cf1b,expanded_train,phase44_burstgpt_1_300
burstgpt_1-4218605000,burstgpt,burstgpt_1,train,4218605000,300,353,7,0b7be3cc57d2fb92bf7f12748eb83701658cad0df1ab7fcb624bfe8e67fc9bb4,aefb422485d5e7b2b353829e40dab78989876f40fd31680b48a129951a567788,expanded_train,phase44_burstgpt_1_301
burstgpt_1-4223105000,burstgpt,burstgpt_1,train,4223105000,300,338,7,0eb220a58164d512c148b04e5de7f92c24ba56191166f46f1c95316708bd7eb6,f0c4f851a479c4466b8040d16eb2f4e63dc49eba67b45d2a9deef711c7c99b66,expanded_validation,phase44_burstgpt_1_302
burstgpt_1-4226105000,burstgpt,burstgpt_1,train,4226105000,300,188,5,0d0288907253414ad947e0c056db5921b1412dea79d08b6fbd3ca2147a1e1058,5674680dd5b6bdf85b8b105af8839d641a5d3ef0b082eee9da312b4262cf4255,expanded_train,phase44_burstgpt_1_303
burstgpt_1-4229705000,burstgpt,burstgpt_1,train,4229705000,300,73,2,0afb7dbc42439cda7fd84811f3efa49d901bd9c6fde03ed8e48ddc60ac5cd281,596abedb63113195f47f2f3a31239e4c264c2d87d051b0d4587f116eb09e4b82,expanded_train,phase44_burstgpt_1_304
burstgpt_1-4281905000,burstgpt,burstgpt_1,train,4281905000,300,497,8,10cffbb4060bdb81bb1a104e0b2f2ab39ef14c5cde6f681c1980891a11518751,9aaa467017bb5096879f30bffba793dcff0ed1f02fa50333bb17274156647574,expanded_train,phase44_burstgpt_1_305
burstgpt_1-4290605000,burstgpt,burstgpt_1,train,4290605000,300,33,0,04fed86473a5d7a923b7f607444948c54d583c8daf96211aea6244354c50ea48,3520a71a7b6867651927026725f0d101d69a576cb3b384782f07d54b21384db5,expanded_train,phase44_burstgpt_1_306
burstgpt_1-4304705000,burstgpt,burstgpt_1,train,4304705000,300,55,1,0d86477fc6fc76d7c09b41de454dfcb0cf54ffe0a7db5f9c9f1db20165e49bd0,086d6539f3bb6d2003b69e5796459525be43f09857c1f67bdb981d1b2b8576d1,expanded_train,phase44_burstgpt_1_307
burstgpt_1-4305605000,burstgpt,burstgpt_1,train,4305605000,300,41,0,0189c97aa28cf2e79e2bb81a8686c38d1e42e65099d65328c88730c7db18d75d,04159c6479d7fbecc5ec6a0814cd825921dddcefbb832595d5d145093994f915,expanded_train,phase44_burstgpt_1_308
burstgpt_1-4359005000,burstgpt,burstgpt_1,train,4359005000,300,32,0,069b023a693e0c1e8f75589587e72a5aee2f8f1d6b688e8afb21ca77555ca084,be264479fc7c30cb7a51497b1adf4cbc2efc9250ec693feef2c8fcec85d3b3a3,expanded_train,phase44_burstgpt_1_309
burstgpt_1-4368905000,burstgpt,burstgpt_1,train,4368905000,300,99,3,127ab4c5d4124cfe30973cf51d482b75baf4dbfa6412eb856203443f3eb31b29,48beb223fd2d08086e6e46585ab8056e2a1cbe50f8be370cfea43d936781c521,expanded_train,phase44_burstgpt_1_310
burstgpt_1-4380605000,burstgpt,burstgpt_1,train,4380605000,300,44,1,032156c47a546444022a6a01e4026b12fc8e3ad55aee0c7a66d02a9a43221c1e,3fff688c9da917e6e0ab4a8005c0c78544919a2cadc406cf12bb942e3e3ded1f,expanded_train,phase44_burstgpt_1_311
burstgpt_1-4384205000,burstgpt,burstgpt_1,train,4384205000,300,101,3,1347931e940c5cdd3b4d2429a724ecf1114ce555dc4eafaf0385f237aa0e2e56,75bf345f8d09f3079d801d3ea5bb3a8cfba78887bfbd3379ec117e6bc388ef5f,expanded_train,phase44_burstgpt_1_312
burstgpt_1-4387805000,burstgpt,burstgpt_1,train,4387805000,300,36,0,05e9afb62df749af939b13073f2a74b1857bc35b887ac68922184ce4b7ef8925,fbc5b3634d7ce9d7e812779990c08f9c0242be01e0f7b21c88db6cb5af1cb129,expanded_validation,phase44_burstgpt_1_313
burstgpt_1-4397405000,burstgpt,burstgpt_1,train,4397405000,300,57,1,001e5248873e40783a8e1c8ff9efc25835aecfa46d8a32912cddc0817e1fa390,68ba41e2f5fa9ff98c385996d5d9abf02c50e4ad2e24c269f73a8327e866f0a5,expanded_train,phase44_burstgpt_1_314
burstgpt_1-4401905000,burstgpt,burstgpt_1,train,4401905000,300,47,1,0ba4098d95affdde30f644555ff7017d13029935cc2f18cc6932e8caa856d35d,355dd7413cd930f1a364923e32438981b12b8c567c3e5e7efe45590161d03ee4,expanded_train,phase44_burstgpt_1_315
burstgpt_1-4409705000,burstgpt,burstgpt_1,train,4409705000,300,61,2,117ec28a17b5d575a4ab4459cb87d30dd7a892521bba903c679dada17d902a36,63fb8475369b636164fa99f940adefcd93eac8fe90a04b3fd22756ed3ef25476,expanded_train,phase44_burstgpt_1_316
burstgpt_1-4418105000,burstgpt,burstgpt_1,train,4418105000,300,73,2,13f0342f54d6a14002ec859b972755be279359aae4ec271787977385b9cd3b05,1f774c9ad6cc04927fcebce20865e90e5cfaec95576ae9cfa6c59a005475cae6,expanded_train,phase44_burstgpt_1_317
burstgpt_1-4420205000,burstgpt,burstgpt_1,train,4420205000,300,85,3,114347531a2391804c00586ef685e65667c8c77066521a8ea6372bb7e962a18a,1d19f91bfd303524d85abbf2c02b5946a1492c61bd0c00a20694932a2fc21367,expanded_train,phase44_burstgpt_1_318
burstgpt_1-4451705000,burstgpt,burstgpt_1,train,4451705000,300,306,7,0b3f7da12cd7a7fcfaccae2c59657c9150e7c670fda067f3c006bfebf651f2d4,97ad8a6c608702aa201c53a5f41f14a813a75d8b1fc44a4793436404d15c5a92,expanded_train,phase44_burstgpt_1_319
burstgpt_1-4467305000,burstgpt,burstgpt_1,train,4467305000,300,148,5,0c0ea948284da462bbbdfd3fc2393baa3262e3a73711d9bd6bde0e8decc8a444,e5cbd150a41e6c4e9eb151830f03934a2358b49a86734db972388bf27097ddb0,expanded_validation,phase44_burstgpt_1_320
burstgpt_1-4490405000,burstgpt,burstgpt_1,train,4490405000,300,190,5,0a66db1001f3e64224133f0aecca2839cec8272882602754fb3270b004b8d354,7d76835e1cd77109700c71ef17ee31b33fd7b161a2619f75a50fd3d731706c82,expanded_train,phase44_burstgpt_1_321
burstgpt_1-4559405000,burstgpt,burstgpt_1,train,4559405000,300,190,5,096b2dddc4307d92fcefb983c3b042363ed7f9b4c2043f0d178f959bc1771b68,6e98ed0610fb2baceaf862474e630bf0dbd3931ca0f7a9165915019eb325fef5,expanded_train,phase44_burstgpt_1_322
burstgpt_1-4571105000,burstgpt,burstgpt_1,train,4571105000,300,212,6,0b3b0a80c4faee9f6a835bb36361148e804d89d05f03edb45daf968fae0657f6,5382f1c25dababae85f8d05fcbf6cdbf4fbbd7b1c5cf90d5007f9784965d0671,expanded_train,phase44_burstgpt_1_323
burstgpt_1-4575905000,burstgpt,burstgpt_1,train,4575905000,300,135,4,14adc49c2a83c573789a4e0f8dcbdcbfe234cb1cb5908679eb9e08d650f887a2,5f3b852b0ed66f7d65e08a6e5ff01eda293910343c384cd6af61dbefaa22f71e,expanded_train,phase44_burstgpt_1_324
burstgpt_1-4580405000,burstgpt,burstgpt_1,train,4580405000,300,176,5,196e7fd1e4b1023cdcaa36ce3722598618cafcf5c68593381d50973667784bcd,5ba33a1943b58df980c97799b897f845d297f379d38f26917993299708b58153,expanded_train,phase44_burstgpt_1_325
burstgpt_1-4725305000,burstgpt,burstgpt_1,train,4725305000,300,47,1,0d60130d090bb6aa38f21bd65efeeec5969fbaa9932c4898554aa6a5fb771a8e,450458ded97549a81f2ea868ba125f372b46abe8d74465d04ec7701c4ea21468,expanded_train,phase44_burstgpt_1_326
burstgpt_1-4728605000,burstgpt,burstgpt_1,train,4728605000,300,91,3,13e00c17d56667281ad99b48fc084f877baacdbf58743173836ba5dd239ba7e9,5a3a2e4d0c618d053772d5007576f57b3a290d3ddb0a50f6c14b5dd0450a14f5,expanded_train,phase44_burstgpt_1_327
burstgpt_1-4731605000,burstgpt,burstgpt_1,train,4731605000,300,215,6,0d7d5d865ff5d8715b9c6e2eeb29a906cbfbfec114e04bf6e8ba519d5c74917c,2972c276cc1780f7a360a1f89a05094919d22ed21428634efc7f5f554d55a44f,expanded_train,phase44_burstgpt_1_328
burstgpt_1-4742105000,burstgpt,burstgpt_1,train,4742105000,300,73,2,05978efd480a2f947bab16e062651a705902d24eb52f786633eaae69e81bffb9,66d3aef347629bc3a7ead96e57a794f703e43b93ab9da635a040d3896a5fe5b5,expanded_train,phase44_burstgpt_1_329
burstgpt_1-4743305000,burstgpt,burstgpt_1,train,4743305000,300,49,1,011ff6aa4e95f50df1ddf46d2fb3f502e64cf0ec7062a8a772a45a380a052b4d,c5bfc7b7178c03f1e031c65a3b729ad2a848ff59965d18aa02fcdb5c46b31833,expanded_validation,phase44_burstgpt_1_330
burstgpt_1-4751105000,burstgpt,burstgpt_1,train,4751105000,300,73,2,013db172c12988c757901ee4603ca058810f56ae310153d538adc31bb7bd0889,6e89bb56c83154d90a21d064eb65b46016a6efde2cace08a2bcf65bc5d818d53,expanded_train,phase44_burstgpt_1_331
burstgpt_1-4758905000,burstgpt,burstgpt_1,train,4758905000,300,111,4,05331c697e82b96585afa40c7eba6105ff330898b670e11d0093fd6f2637e0e0,c360eba6b2e040ad943fabe8d24a28624479a17202c96a678b779fe519816f88,expanded_train,phase44_burstgpt_1_332
burstgpt_1-4792805000,burstgpt,burstgpt_1,train,4792805000,300,74,2,0fd5d70b222050e3c59baf630b93b38e8e4f372fef3a248b2c9325869512ab06,836f8a0044ee1554f6dec68bc30814a4f96fdf4b2fee10591dda4c22184ebfd0,expanded_train,phase44_burstgpt_1_333
burstgpt_1-4793705000,burstgpt,burstgpt_1,train,4793705000,300,96,3,0409c34f10ba8ae598d6daa774d01551666546e6901f2d1404bf10e7b1fe6d4a,107d74cb8bfbd88488a5e0fc0dfd6563fe0bbe712321d667241a19e494d6703b,expanded_train,phase44_burstgpt_1_334
burstgpt_1-4800005000,burstgpt,burstgpt_1,train,4800005000,300,60,1,11e086c8d63dec29b0815e25fc3853e138df396a98222ecb15a1e1d01b77ee5d,330c4a13b0a4ddd04ab49e9ee1c59ac60b26e244eba1442e2e7483a83d83def0,expanded_train,phase44_burstgpt_1_335
burstgpt_1-4801205000,burstgpt,burstgpt_1,train,4801205000,300,78,2,0246f99643aaca8391edb612c092880cf768585693a239ad41d90122386c3bd2,15e83c0a9d0ba5d686f0d97c29098a8233417ee505d90bbae6a581a7e89ea31b,expanded_train,phase44_burstgpt_1_336
burstgpt_1-4804205000,burstgpt,burstgpt_1,train,4804205000,300,34,0,03039814ce99bd09e6140bf87eb03ae395f145d6581b2471310e891cff9febba,093bce816c514d36ef4559577958875555a84708e8b6d66779ebb8d2f1f27c66,expanded_train,phase44_burstgpt_1_337
burstgpt_1-4813805000,burstgpt,burstgpt_1,train,4813805000,300,94,3,05f8336a685b6432d26b5db4c676c49f9aa7d50ffab4a7d19e678762a653ae97,1a01c8910b7b331b41419d9e90120739042f17713aefbd1c8d86a6178bda9cc3,expanded_train,phase44_burstgpt_1_338
burstgpt_1-4818005000,burstgpt,burstgpt_1,train,4818005000,300,87,3,0de4165c950585cb6b9f5ecb959831ef5a1426a23f546615a78b028f4f698f8a,21370a1fab80fc0443fb1636e5999f42bfb5914fab66a5c5d2e53142c7c2c02d,expanded_train,phase44_burstgpt_1_339
burstgpt_1-4822805000,burstgpt,burstgpt_1,train,4822805000,300,77,2,020e426f151eddf78f7bf7ed0c87c85b5ad07f9fed53ea9a4007b00d3375d44f,c735531fe139d660b512701fcb19657ea3b2ce0d9cbeddf285cc82a9baa7c2a5,expanded_validation,phase44_burstgpt_1_340
burstgpt_1-4843205000,burstgpt,burstgpt_1,train,4843205000,300,80,2,0f50d7d51d8d5fc46d6dff0a94c5c6db22bbb830ab881a35cbe51dba6de1546b,e14c4a930fe99ffda2e9359680d4213f1ec46103c3e743f652c082935686ce7b,expanded_validation,phase44_burstgpt_1_341
burstgpt_1-4845905000,burstgpt,burstgpt_1,train,4845905000,300,42,1,130f2ab03205e14fca3274d3655c9df376235d09b20890c8ad77fccd65a08c0e,5bc7d3cd0afb1d8c26a3039f660f2538ea32d00c5bf07fe5aec5b19f2243d2d0,expanded_train,phase44_burstgpt_1_342
burstgpt_1-4850405000,burstgpt,burstgpt_1,train,4850405000,300,93,3,025957554f78a01f4399ee26d6362b0550f71343f56e99e45106bf098043eab1,aba65b21f5807ddb852b5bb332748e1bbd2fafd37a26e4948231de3433068f63,expanded_train,phase44_burstgpt_1_343
burstgpt_1-4878005000,burstgpt,burstgpt_1,train,4878005000,300,481,8,0dae616ed70c7c76ee8ca0d01ba1915cec1a609aeaf019e831298cd64097a72f,8f3c5d56814063b54c92c9e426005ffbde38cde2a90074d68655592ca5df52aa,expanded_train,phase44_burstgpt_1_344
burstgpt_1-4885205000,burstgpt,burstgpt_1,train,4885205000,300,93,3,04644633401c4469a38917c193217c9a378b2d062eb44b147d2b846a634f4a4a,cece2893b7602d3d03419e2d30ae1d6f4e4b79c843c0a10c563d62c5a8cd83ae,expanded_validation,phase44_burstgpt_1_345
burstgpt_1-4887305000,burstgpt,burstgpt_1,train,4887305000,300,682,9,12f9bef40428125e2737558880d974c1a4d9d2005f29b35c9887727b5432d813,82cfe97ccc1415faf5e827d3ab9554bbe8adb2f530ba190d08aa8261ecabec64,expanded_train,phase44_burstgpt_1_346
burstgpt_1-4891805000,burstgpt,burstgpt_1,train,4891805000,300,577,8,0f786f491166c722094b388983fb38cbec4e8ee0bcd616dc6911208d03e1bb68,c820cfb3c4b442f380089e85136088e218951277c2940151eb234275083f8bd3,expanded_train,phase44_burstgpt_1_347
burstgpt_1-4898105000,burstgpt,burstgpt_1,train,4898105000,300,54,1,07a2cd4e82d0b7afc1ebb9d0588e137381cd2031d64d49e692e91af4c251b193,a24ff7c879db20a5d2332b975cc06e52ada216a8ce5f58eaa49e38bcdc946a08,expanded_train,phase44_burstgpt_1_348
burstgpt_1-4902005000,burstgpt,burstgpt_1,train,4902005000,300,758,9,0776845a7204b33ab0695231718a56ecc519c5c46cf8e13570fd6fd70459496d,719b93faba1c0935ff93cfe73ea80527255193e150a77c2a967296ebccf6c15e,expanded_train,phase44_burstgpt_1_349
burstgpt_1-4902605000,burstgpt,burstgpt_1,train,4902605000,300,185,5,0c2173b761c516dd474f397709a9a0e5bdc1804ce92bf1a2f211eec4f33529c3,99f94d0dde14e099ab009ddebffc9ad029eee6d3202c6f55333341ecb48a4a9c,expanded_train,phase44_burstgpt_1_350
burstgpt_1-4905905000,burstgpt,burstgpt_1,train,4905905000,300,693,9,0a9d4b009b831b8739f11578080c8d7ac3a4a6c4c12b479850f9d3e61882366e,56876ef7bf6d578b6bdb4e9430af6dc831f057404e3ff3a21977e81554634b84,expanded_train,phase44_burstgpt_1_351
burstgpt_1-4909205000,burstgpt,burstgpt_1,train,4909205000,300,245,6,105d91b3897c71dfb58727249f76d3a279a7899d97a66b32460f974f625451d8,c5f540cdda03d2c89244be4570326df52a9e8112f554d1b027d57e90113b6608,expanded_validation,phase44_burstgpt_1_352
burstgpt_1-4911005000,burstgpt,burstgpt_1,train,4911005000,300,400,8,08fa613831e3aaa1756c47d08efaeac99f8f59986b980fa3db307ddea2bccd19,8886e8cef4ace504481b2dc73c332af14bc37844c5b7043c659ebe18935cbe0c,expanded_train,phase44_burstgpt_1_353
burstgpt_1-4914605000,burstgpt,burstgpt_1,train,4914605000,300,39,0,09777d8dab0ab6124d6882d78223b34ed248384785146a5df06b90d7415b22e6,975c62b31fabc0d264e9661612aeecb9dd8251d433ceb36861bb0114ae702024,expanded_train,phase44_burstgpt_1_354
burstgpt_1-4919405000,burstgpt,burstgpt_1,train,4919405000,300,273,7,0ef429d3ec7e0ba646c5a3eb432f2ff8380c53997fe9876e2be0ed6ce71f7fd6,50072a993b2494a41189281c0e37a20a9091b351022ee895dcd058be7aefdd24,expanded_train,phase44_burstgpt_1_355
burstgpt_1-4920005000,burstgpt,burstgpt_1,train,4920005000,300,941,9,03a49b3ff046b7034d8fd42b5dd226e0f1fff88ff4f62b2bd6377672f285e9d6,2a23c865aea0d8af3e435b75bae88273a2b95de01b9b8f826376690051381354,expanded_train,phase44_burstgpt_1_356
burstgpt_1-4925705000,burstgpt,burstgpt_1,train,4925705000,300,60,1,00b4bc1535197ba6288969439ac2271e4345d905a72be213f1a3918c79c5a8f2,24cd3aa027a945f03da994e6387d929e32cbe7105bbc177ecfb44e986173fda1,expanded_train,phase44_burstgpt_1_357
burstgpt_1-4930205000,burstgpt,burstgpt_1,train,4930205000,300,48,1,0d541e8c1bd533c684c21a640300c2f9e41ce226d3d256836aa28bd01ba3bd21,6ae6439e5275769a5961d15d7dd266d81d5157e3a9a4343270fea0a1f66c455c,expanded_train,phase44_burstgpt_1_358
burstgpt_1-4962005000,burstgpt,burstgpt_1,train,4962005000,300,482,8,058302d2b6802abf680d6acb60abf7855309d67f2fa0625c1b2361322e652e0b,e72ea57a8efa005ffb9d29d81b695cb43812431a3048c7f082d02467789d9244,expanded_validation,phase44_burstgpt_1_359
burstgpt_1-4963505000,burstgpt,burstgpt_1,train,4963505000,300,64,2,133a772165227a8d9105978ef7b646aeb5674f7d421352179924e7946abf67fb,46995e19e2ca1381150e0968902892d886fbcd8c95f5b7ddeb7598eade377aba,expanded_train,phase44_burstgpt_1_360
burstgpt_1-4967105000,burstgpt,burstgpt_1,train,4967105000,300,1073,9,0751ed7493478d2c1870bf8a73423585841a17dba7c69292eb8717845ba6a444,649e6c8900f047146dbaf2f3f37147b34e83be347d823b917def18d47872f0e6,expanded_train,phase44_burstgpt_1_361
burstgpt_1-4971605000,burstgpt,burstgpt_1,train,4971605000,300,655,9,0b39ec14a07542bd940d63c7a818014019f5e130345df1b5392c6e8e7103e608,dc32cfa6f5c57fe95599f40b520a85205faf0470d1d5cb49008e48c7bdfecded,expanded_validation,phase44_burstgpt_1_362
burstgpt_1-4975505000,burstgpt,burstgpt_1,train,4975505000,300,1345,9,0c0f35032e53c131b44d470839acb0fea67b3394999fdd614bb57bf6059728b2,319a849248e8d3cabd2beda75af22083511d92ee8e6e759e366349b3348fac7b,expanded_train,phase44_burstgpt_1_363
burstgpt_1-4980905000,burstgpt,burstgpt_1,train,4980905000,300,71,2,0391178f156c67c3bf53e1a12a3e0c6193aca9ceed466d680c5e002d327e04b7,badd8e58c91e1d2433b731246b8f29d7d6eebc7e8d3321ab1628a0ff2b776bae,expanded_train,phase44_burstgpt_1_364
burstgpt_1-4981205000,burstgpt,burstgpt_1,train,4981205000,300,95,3,079c8d19d616364857e557952bdf512fd1de50e661a5408a351cd8bffbc22fe5,2c677e1c7c25f0dbc9fa9eed8b406dcae7ea01fd6decbb6a061d3bee47c8688c,expanded_train,phase44_burstgpt_1_365
burstgpt_1-4983605000,burstgpt,burstgpt_1,train,4983605000,300,115,4,090d5d28a9308c4ebfe2009d43e97d94adef7daefe9fe2922efa2059107029fc,7504ac82f00879b1e88b05957ee519be7fd886547c740c3d79da726ac4549f49,expanded_train,phase44_burstgpt_1_366
burstgpt_1-4986605000,burstgpt,burstgpt_1,train,4986605000,300,597,9,102017fecd19f8279d6e01b83bebcd9695344e426285d9f5febf02b367b9d004,e0d33856979516ed78806f2a065186669fd22fc10dbde95a851d1be6e38735a0,expanded_validation,phase44_burstgpt_1_367
burstgpt_1-4986905000,burstgpt,burstgpt_1,train,4986905000,300,278,7,0181bb715413843e8ddb9744357cd26181cc41badc3fa82a3a338350708c0fe9,0580e581c872651b35e0e387fcd1f0413d2edda9a9ef74473f25e0c9c78d6475,expanded_train,phase44_burstgpt_1_368
burstgpt_1-4987805000,burstgpt,burstgpt_1,train,4987805000,300,98,3,0f5f0e9aae61f79ee6e3bd90238c9cf73453636548b68d8b311a7ce55f85928d,f72be5a7f0812569463629ef074340e58cb93d37496428218c43a219aac87a62,expanded_validation,phase44_burstgpt_1_369
burstgpt_1-4988705000,burstgpt,burstgpt_1,train,4988705000,300,41,0,0e6f7cc9dfc63e2a17ae0fe485c5eae70c63ed242b6e3016776e8308caeaae6a,73b3742b4aff6e202514e9fc6267e7215a7a99d002b33a3f0a8db2697ea9016a,expanded_train,phase44_burstgpt_1_370
burstgpt_1-4989305000,burstgpt,burstgpt_1,train,4989305000,300,44,1,083d18e7c1c36693c641c96b70cf542a8de596160d361cc9ef5822d6d087d794,d767ed79fa98be25f25e3319bf83dcc534875dc197ed77729de64dd4a7b35edc,expanded_validation,phase44_burstgpt_1_371
burstgpt_1-5014805000,burstgpt,burstgpt_1,train,5014805000,300,141,5,01621b6f0a1fb36330548f5d08d683edaf7775c3daf4a46724c51621f22d0a51,b4db8a6861a3eb6da131c9e15f2f4f1a8383992add158912172cc1089d3cb912,expanded_train,phase44_burstgpt_1_372
burstgpt_1-5015105000,burstgpt,burstgpt_1,train,5015105000,300,161,5,101e1bd20068021b9c3f25a95fb20131241655a39172dcc25819d048009777d9,29b53f58805229de7b03c7beee2ca2864c4b3b09eb09eb115bccd196057f9f88,expanded_train,phase44_burstgpt_1_373
burstgpt_1-5019305000,burstgpt,burstgpt_1,train,5019305000,300,137,4,0438a9cad65acb3f8c0e0c49c803086f39a4dc8f7ca87ecf9f0468c1a5eeae8b,e207b4dc22a8de635e34eea091e00059a1b3e3f79a01c22e370a5866ee540359,expanded_train,phase44_burstgpt_1_374
burstgpt_1-5019605000,burstgpt,burstgpt_1,train,5019605000,300,134,4,01a3fd997a6fb09c4d4ca9a5b573a13b46a1e06d94dbbe3ab95020a122227e62,b31f5e32e2a29ceda43b0bc82b561a488b841d9f52cde84cae8593c089ff6444,expanded_train,phase44_burstgpt_1_375
burstgpt_1-5021705000,burstgpt,burstgpt_1,train,5021705000,300,65,2,08c8ab0d1ed3950c62b110540d3cd5c78c10a2bc8a9c2f569c302cae8ab96420,67fc2f6d3f3ab194afeda22a95fda5f43ef059ba810c21c557946dd5cba55ae9,expanded_train,phase44_burstgpt_1_376
burstgpt_1-5024705000,burstgpt,burstgpt_1,train,5024705000,300,595,9,1335e6a03a5ad26aa97fc546adf96c62fd5f5c06b153d7b15f67f8455f630935,d589ec1ab935f12978a1abd1dc9cf1ac878781913f35a95b5484cd4e15e7d693,expanded_train,phase44_burstgpt_1_377
burstgpt_1-5045105000,burstgpt,burstgpt_1,train,5045105000,300,648,9,13d51da703618a382c99dbb0345087c59c84c242880b1def9d46a0415615ea49,a235a871c22a85b872062620a3644d69a340e637ba561295d9e82783c7557c24,expanded_train,phase44_burstgpt_1_378
burstgpt_1-5046905000,burstgpt,burstgpt_1,train,5046905000,300,145,5,0eb0b9bdd53dc0dc01e69b5c8fd19ab12dacf6c9508f77648df31dde9d54611f,30629ef6225e36c0c5c0dbbe97be65a0faced8e85fd827b55094e641cc52d925,expanded_train,phase44_burstgpt_1_379
burstgpt_1-5057705000,burstgpt,burstgpt_1,train,5057705000,300,90,3,0888695e863366e61fe56876951f07b1511b12d7f62a92aa3165564424dfb6d6,88ae3b51c4ffbb5e2e201a25164cad34c62c15b4cd6b0f6ff4be643fc7c0ec7a,expanded_train,phase44_burstgpt_1_380
burstgpt_1-5064605000,burstgpt,burstgpt_1,train,5064605000,300,87,3,0d5e5e3d1277289bc93fe2707efa122a2345066403cf04dcbce5038e53b41249,de00b301210e6f50dfdd1d9b67e25b8ff4e2db6e80ea52320442aa44631670c9,expanded_validation,phase44_burstgpt_1_381
burstgpt_1-5069705000,burstgpt,burstgpt_1,train,5069705000,300,82,3,0ae362932792f7e0be763620dc1e52945bea42c76efc7c3ccd6c728ee7a5247c,bab8a202d2eb89250efb251b72a4a6a4d203b2c3e00cd058da1de34877828c17,expanded_train,phase44_burstgpt_1_382
